gene_id,cell_id,k_pred
94,7,0.02349473186790322
96,7,0.018150473991870673
97,7,0.020106607459675952
98,7,0.018026288441792142
99,7,0.01979065712145389
0,8,0.035573062395643694
2,8,0.06618046693593015
4,8,0.03120735676892968
5,8,0.04432361890301548
6,8,0.04169431888715537
7,8,0.04283608091754782
8,8,0.022199459353884916
9,8,0.03577167572214737
10,8,0.0672333151620545
11,8,0.06611376388018946
13,8,0.026746534666588537
15,8,0.046702925269126117
16,8,0.05509943310180306
18,8,0.038841613407064865
20,8,0.053689418196455764
21,8,0.01511304276795979
22,8,0.0257771530305409
24,8,0.049795835423970945
26,8,0.03670605924340693
28,8,0.04799539960734475
29,8,0.03586764224244819
30,8,0.0819871722279015
31,8,0.046201961773564476
32,8,0.03183038057133433
33,8,0.05399090131316946
34,8,0.04496879978356798
35,8,0.04888191995524012
37,8,0.023068070065789793
39,8,0.035572367411371895
40,8,0.05748861425447714
41,8,0.020641502101775698
42,8,0.026741269282541637
43,8,0.04673286322341545
44,8,0.03176915063354809
45,8,0.03149329239273594
46,8,0.047346848550440225
48,8,0.048016956917179714
49,8,0.062330725370692425
50,8,0.019305712124863622
51,8,0.02603276546662537
53,8,0.01933449181874963
54,8,0.014526323631345497
55,8,0.012241751989955304
57,8,0.010745033134802543
58,8,0.014094593025856231
59,8,0.016469653349337202
60,8,0.017138744162665285
61,8,0.020562047754856733
63,8,0.01722847903026683
64,8,0.014786163173699194
66,8,0.019396456309902815
67,8,0.01979760793750784
69,8,0.01594286762314347
70,8,0.02452538266785199
71,8,0.010518902993127396
73,8,0.021700186879439344
74,8,0.023761188654174096
75,8,0.030451243562934383
76,8,0.01589781823967934
77,8,0.01298719078454253
78,8,0.020768355901223178
79,8,0.01997818235845292
80,8,0.02109586260672691
81,8,0.01545723137905598
82,8,0.013140645284379441
83,8,0.01646532131048001
84,8,0.01675557563258603
85,8,0.024438156396760516
86,8,0.02375701176525532
87,8,0.018009376337516543
88,8,0.015292666963142685
91,8,0.021765826446966514
92,8,0.015997981976084038
93,8,0.017247192756177216
94,8,0.024198331776409024
96,8,0.019722406290048393
97,8,0.020514064566806288
98,8,0.02337234854895434
99,8,0.02092919363841908
0,9,0.04667709335418667
1,9,0.04876299999999994
3,9,0.03924255886383823
4,9,0.038453480773259566
5,9,0.04576256864385292
7,9,0.041645520822760386
9,9,0.04523004523004518
10,9,0.05132457698686544
11,9,0.0669634665182667
12,9,0.03093096906903089
14,9,0.030681423296441728
15,9,0.041053438419842346
16,9,0.045213999999999976
17,9,0.027532486233756846
18,9,0.04778214334642998
19,9,0.030276939446121073
20,9,0.06021999999999997
21,9,0.022150977849022115
22,9,0.030550484724757604
23,9,0.03426096573903422
26,9,0.03206951603475798
27,9,0.05698130056544798
28,9,0.04270552135276063
29,9,0.04249852124926059
30,9,0.0652634673682663
31,9,0.035255070510140984
32,9,0.03318858297145738
34,9,0.037748481125759396
36,9,0.04269147865426062
37,9,0.02427248786375604
38,9,0.07157099999999995
39,9,0.04230647884676053
40,9,0.06292859439289156
42,9,0.02524753787130677
43,9,0.05470894529105467
45,9,0.035100999999999945
47,9,0.030536061072122117
48,9,0.04256204256204252
49,9,0.05847599999999997
50,9,0.023613070839212484
51,9,0.018149509074754516
53,9,0.013914986085013922
54,9,0.01759347360978956
56,9,0.02072653108979661
57,9,0.012011999999999974
58,9,0.014476536191340466
60,9,0.022818511409255657
61,9,0.018564472153291732
62,9,0.015800984199015784
63,9,0.013539986460013545
64,9,0.017631526447289637
68,9,0.02269899999999995
69,9,0.019587509793754874
70,9,0.029928514964257424
71,9,0.01608601608601606
72,9,0.016509491745254096
73,9,0.026232947534104874
74,9,0.018243999999999976
75,9,0.027966486016756935
76,9,0.014280985719014264
77,9,0.01598344405794577
78,9,0.021824532736799074
79,9,0.020231469652795465
81,9,0.022445511222755548
82,9,0.014802492598753672
83,9,0.01663450831725414
85,9,0.026711540067310063
86,9,0.018511509255754587
87,9,0.021317085268341047
89,9,0.02327895344209307
90,9,0.018506999999999985
91,9,0.019892509946254935
92,9,0.012100012100012094
94,9,0.01649849175075411
95,9,0.017198508599254276
96,9,0.016825491587254174
97,9,0.019742980257019725
99,9,0.019371509685754802
0,10,0.037520651553879625
1,10,0.04161113602690407
3,10,0.05059432689865382
4,10,0.05369676685954454
5,10,0.0422471655259526
6,10,0.045326471820562486
7,10,0.04611258148516298
8,10,0.026745110706692807
9,10,0.04119288179756449
10,10,0.057233528512471085
11,10,0.06729392527395521
12,10,0.027509074666639512
14,10,0.027042686389372787
16,10,0.04433522978788903
17,10,0.028628862703517253
18,10,0.03709848112536919
19,10,0.03180553038252754
20,10,0.06395625993384993
21,10,0.0228439611649646
22,10,0.029295988882942905
25,10,0.033890432554500347
27,10,0.051727901229308045
28,10,0.039033984704016096
29,10,0.04221599096702868
30,10,0.08124422048941202
31,10,0.042909368194736404
32,10,0.028752104431326204
33,10,0.05398087556036734
34,10,0.03875197144099592
36,10,0.05106150006900015
37,10,0.015614016422003238
43,10,0.04162317601689843
44,10,0.02587567201972377
45,10,0.030232043617129355
46,10,0.04800247042694086
47,10,0.033807056366629604
49,10,0.07153789780816354
50,10,0.02834060452230474
52,10,0.021779616899233814
53,10,0.01916356708913419
54,10,0.015822163722261418
55,10,0.016843649054913496
56,10,0.021171697308084693
58,10,0.014243413038133788
59,10,0.014609814967415688
61,10,0.01632923157846587
62,10,0.018158353763183702
63,10,0.024890973217178473
64,10,0.018215588304728497
65,10,0.012776958998051107
67,10,0.01513384885951631
68,10,0.017263987898905864
69,10,0.020950654905922822
70,10,0.03356630972861947
71,10,0.015880780544812307
73,10,0.035344256140697757
75,10,0.03714440402713781
76,10,0.014645849937699879
77,10,0.019583140538831777
78,10,0.027777883858025276
79,10,0.013339884853769713
81,10,0.01729654100158842
82,10,0.016726825120441918
83,10,0.01936525831490685
85,10,0.021433137091444395
86,10,0.01620982211385454
87,10,0.021976088465110174
88,10,0.015522034950067948
90,10,0.01921371385007686
91,10,0.02244493244330868
92,10,0.010246020596041398
93,10,0.012147895447790902
94,10,0.01621729155147179
95,10,0.018708698992059555
96,10,0.019588072873128907
97,10,0.01844472523013881
98,10,0.024620863953505847
99,10,0.018909125519057993
1,11,0.026660693732306295
2,11,0.0658558189590659
3,11,0.029447205671911905
4,11,0.02847930640119595
5,11,0.04698119990292357
6,11,0.03935824962710593
7,11,0.04237361787172189
8,11,0.022639182871714392
9,11,0.05215932176386525
11,11,0.05879264871293632
12,11,0.026922194024637414
13,11,0.03001226438126602
14,11,0.02868568681431322
15,11,0.028688734331791737
16,11,0.05245377861405248
18,11,0.04381674594746434
19,11,0.027617661780648853
20,11,0.05651954423725428
23,11,0.025279200757686263
24,11,0.0424572704672602
25,11,0.024943165951547722
26,11,0.024047272306875908
27,11,0.03682271237653847
28,11,0.04150166079863692
29,11,0.027960138840444577
31,11,0.04265685819704271
33,11,0.051923851800955684
35,11,0.042543184965156314
36,11,0.04509780943004515
38,11,0.06979686453800418
39,11,0.031069226716386646
40,11,0.06070475926542083
41,11,0.02229226237666466
43,11,0.04934835717715918
44,11,0.03138479660903142
45,11,0.02762467148762943
46,11,0.0361161060191808
47,11,0.033982231536401265
48,11,0.04910178282138531
49,11,0.06841361440501999
52,11,0.018690207029180138
53,11,0.016212217331633017
54,11,0.011897986393516172
55,11,0.019490202546186466
56,11,0.017212718354281672
58,11,0.012457489472012464
59,11,0.022132259974945327
61,11,0.019845164809927544
62,11,0.02276229674436306
63,11,0.0185657193382807
64,11,0.017855718358545457
65,11,0.016826636636016853
66,11,0.02462171869228135
67,11,0.01401358171282257
68,11,0.017862716184081716
71,11,0.015345212932901238
72,11,0.015707636788710733
74,11,0.0194912887235572
75,11,0.02507032152869841
76,11,0.013854576254833642
78,11,0.01929165927666218
79,11,0.024382792014208034
80,11,0.016573270986160397
81,11,0.023261342397206147
82,11,0.014266628676014284
84,11,0.018656646506688346
86,11,0.014348165311244889
87,11,0.019319676860626987
88,11,0.021667315417853168
89,11,0.015962194822410604
91,11,0.012227134495645444
92,11,0.012155089125961522
93,11,0.017885748770017924
94,11,0.018009744762255274
95,11,0.017656174185229932
96,11,0.02010068710802014
97,11,0.01657012178817069
98,11,0.01570518869032231
99,11,0.022420785325022452
0,12,0.042376934130443654
1,12,0.04622834460843716
2,12,0.06668135503904511
3,12,0.04123536422472855
5,12,0.03911743099950931
6,12,0.04443981528304104
7,12,0.04088323839421178
8,12,0.020204355482498673
9,12,0.04527342305751368
10,12,0.0499674896803692
11,12,0.058764023144904816
14,12,0.02852488935269804
15,12,0.04066503633355023
16,12,0.039915865135515614
17,12,0.0261105987182905
21,12,0.017769147935852124
22,12,0.02672896598447578
23,12,0.03071348162238351
25,12,0.018052768730804854
26,12,0.024228945711545605
27,12,0.047400438224189656
28,12,0.037026642201852616
29,12,0.043500497594995254
30,12,0.06801902788871807
31,12,0.03634094593932858
32,12,0.030611025357496987
34,12,0.04479702202751036
35,12,0.039469329921034385
37,12,0.020840524873049805
38,12,0.06431626046971874
39,12,0.030200590133180317
40,12,0.05541063356483543
41,12,0.021751138942634765
42,12,0.028425877689665886
43,12,0.050616988574533554
44,12,0.03049458856770478
45,12,0.02836891618126217
46,12,0.05610387113886288
47,12,0.020494874617749265
49,12,0.05952698217866975
50,12,0.019101242388086914
51,12,0.03643074462782525
52,12,0.013190771030797445
53,12,0.014547817855002022
54,12,0.01687121541465836
55,12,0.015971544512063948
56,12,0.016744056461124476
58,12,0.014518858793717608
59,12,0.021888964192468257
60,12,0.01577440116606317
62,12,0.017894137886122673
63,12,0.012787770831541695
64,12,0.01563557398314803
65,12,0.015012599373490754
67,12,0.01672205602010082
69,12,0.019215584134714025
70,12,0.03108971558195116
72,12,0.01674482971684437
74,12,0.022554482048527218
75,12,0.03034987226965043
77,12,0.015372651722682516
79,12,0.02026939246143307
80,12,0.012748638901891252
81,12,0.013287274098914564
82,12,0.0162121388233309
85,12,0.028741384435442014
87,12,0.021145605209647558
88,12,0.017516514415987675
90,12,0.020263528926081117
91,12,0.015584020007034504
92,12,0.011904865171413091
93,12,0.010058328812811993
94,12,0.01989307431166594
95,12,0.013847223457849068
96,12,0.019561012045564766
97,12,0.02001717809678721
98,12,0.019803028712552042
99,12,0.01821957239114485
1,13,0.03284730866858449
2,13,0.05372545873867378
4,13,0.03618569241436429
5,13,0.044394778211645114
6,13,0.04150714932293368
7,13,0.05154372801238977
8,13,0.021707303353458416
9,13,0.03841517770017769
11,13,0.0623082210922211
12,13,0.029013780576156344
13,13,0.033374190315033365
14,13,0.028184361047693913
15,13,0.04139375243439691
16,13,0.050689814559432625
18,13,0.03907718280703908
19,13,0.028408280982028408
20,13,0.0610648387567276
21,13,0.016011308205016006
23,13,0.026740290189290188
24,13,0.048561254313665814
25,13,0.025892824815724275
27,13,0.04501926868426867
28,13,0.04380872077488229
29,13,0.033174759937169784
30,13,0.06045034347234346
31,13,0.030372216508030365
32,13,0.023895795699409805
33,13,0.0449408541207587
34,13,0.04506334185593543
36,13,0.04213024126404211
38,13,0.07141537565467988
39,13,0.023063405949171726
40,13,0.05829533591961353
41,13,0.020474230746810203
42,13,0.028555715202058525
43,13,0.04909382026520583
44,13,0.027255775499653124
46,13,0.04649668538086592
47,13,0.03125782844842984
48,13,0.041650222859404055
49,13,0.06607778806414905
50,13,0.0195229155547596
51,13,0.02954562569073147
52,13,0.01838482053772161
54,13,0.011424082598689362
57,13,0.009583434112585054
58,13,0.012154965145988655
